request_length,param_count,special_char_ratio,url_depth,user_agent_length,content_length,request_time_seconds,status_code,label,attack_type
325,4,0.013286866699057095,1,124,390,0.5288738237490136,200,0,normal
326,5,0.012758320654256847,2,144,521,0.4764619999841374,200,0,normal
463,5,0.03563888309381328,2,147,402,0.39349706726131617,200,0,normal
232,2,0.03676089349316433,4,96,628,0.22273329472080927,200,0,normal
343,2,0.029318754883414212,1,111,192,0.5598736687405559,200,0,normal
1226,25,0.35908802176824484,5,50,4528,3.588889133591422,400,1,brute
1557,10,0.4212848492976373,9,12,2227,3.4909651055099102,500,1,rce
330,2,0.04310151582267498,2,107,227,0.3086571625432538,200,0,normal
406,5,0.010767691072922268,1,98,784,0.73990086575483,200,0,normal
1398,9,0.292760066843991,9,43,3273,3.217956457284683,400,1,lfi
1005,6,0.2670834267891904,9,24,2274,1.1765822483498218,400,1,rce
289,5,0.022703471810444666,4,137,243,0.8352012605537514,200,0,normal
285,5,0.03655158744702357,1,92,287,0.20719588228904465,200,0,normal
267,2,0.04044486148172632,1,117,142,0.6278606029337038,200,0,normal
677,14,0.2654662094332828,6,38,4367,1.2530506872826992,404,1,rce
273,3,0.04432708212628656,4,141,549,0.9156101674916247,200,0,normal
332,4,0.02675791160749902,2,116,409,0.8827131910092965,200,0,normal
483,1,0.02904072517475066,1,105,551,0.3886520720139618,200,0,normal
393,5,0.021901938052752826,2,91,575,0.48339776752158536,200,0,normal
1175,19,0.23162951178429117,5,18,2207,2.099582633028351,400,1,brute
294,2,0.03856130577867426,1,100,639,0.1454566531445259,200,0,normal
343,3,0.03020827094306553,3,142,782,0.8633633484519524,200,0,normal
1115,12,0.2007992886576287,9,49,2988,2.5398348905502286,500,1,sqli
245,5,0.027944425238181705,3,127,841,0.7432261077121608,200,0,normal
411,3,0.03162793906579641,1,91,365,0.5403045292749273,200,0,normal
327,2,0.027576199587778086,1,141,292,0.8138156841667508,200,0,normal
330,5,0.045118972817802784,2,80,195,0.9392400312308217,200,0,normal
1799,6,0.4056382346315518,6,16,3866,4.210242992606512,404,1,lfi
411,4,0.03230835305000176,4,124,740,0.5351948657113321,200,0,normal
231,3,0.04864190020514709,3,91,581,0.7154093808008871,200,0,normal
384,3,0.04853577736854202,1,145,615,0.22649241519598864,200,0,normal
1854,24,0.33285792112589685,7,19,4468,2.042665530248407,400,1,lfi
632,22,0.4025424218974537,6,35,3601,1.7651566267860574,500,1,rce
427,4,0.0212608479365972,4,123,507,0.5883159942693601,200,0,normal
310,5,0.01842819855468813,4,127,397,0.13488124199876422,200,0,normal
827,18,0.24850836820215752,5,37,4885,3.9220586161053066,500,1,sqli
710,16,0.30067966640256993,5,52,3780,1.1613009588838028,400,1,brute
291,1,0.014916827138615503,3,124,926,0.8913920170263046,200,0,normal
312,1,0.024130056340082567,4,136,964,0.7066157813955706,200,0,normal
335,2,0.026284259565025107,2,126,768,0.49210485951006133,200,0,normal
479,5,0.020792828805128574,4,92,520,0.5386459975048385,200,0,normal
224,3,0.04560388140735234,4,137,632,0.17164456929325506,200,0,normal
295,2,0.0444055877339774,2,106,255,0.6244175318991245,200,0,normal
216,2,0.02104678231283598,1,121,683,0.15138490411714936,200,0,normal
262,5,0.044227843753501576,4,128,289,0.8176549221170007,200,0,normal
264,4,0.031817274776276216,3,98,588,0.796977545145673,200,0,normal
416,4,0.037835964726752096,3,123,345,0.32580128488069426,200,0,normal
861,27,0.15074913122523734,9,29,3161,4.892181398056644,500,1,xss
326,5,0.024312563364541954,4,133,424,0.18259984582405825,200,0,normal
343,5,0.03407526358545288,1,141,954,0.500907636760859,200,0,normal
325,5,0.03809035064126657,4,100,374,0.3257861245444995,200,0,normal
319,4,0.04062051595964439,2,100,606,0.22453138079937102,200,0,normal
277,3,0.04462308582498209,3,102,919,0.4571103928731258,200,0,normal
412,4,0.02247264532341038,4,118,172,0.1299411740524226,200,0,normal
639,13,0.12214392677536381,9,12,2945,2.624328530239084,400,1,brute
310,4,0.03708482558940038,1,138,857,0.33623650711053193,200,0,normal
855,14,0.47338204209994095,9,42,2043,1.2836647657542781,404,1,sqli
425,2,0.03216906056528067,2,112,879,0.17836408501957737,200,0,normal
461,2,0.04210573239182842,3,104,513,0.7126051359031633,200,0,normal
754,24,0.43820432433622425,8,31,3938,3.930893661653226,400,1,brute
464,4,0.015628461121950335,3,132,801,0.4151788129208972,200,0,normal
1181,28,0.42313258073064897,6,18,2623,1.9639850319836718,400,1,rce
347,4,0.023530700239779937,3,104,829,0.6892528136485987,200,0,normal
1575,11,0.17476291858004728,5,44,2426,1.4220545856048044,404,1,sqli
442,3,0.030903063973469806,2,146,887,0.9094712699505927,200,0,normal
426,4,0.046665409433648296,4,114,234,0.5624798731419445,200,0,normal
363,1,0.04643080646575661,2,131,432,0.14229325090280573,200,0,normal
236,2,0.028421579890965602,1,143,287,0.6582172188420209,200,0,normal
423,2,0.018150658365107562,1,101,865,0.8451788171520264,200,0,normal
254,5,0.04269798833964766,1,82,895,0.8137567255335904,200,0,normal
401,1,0.012726892375419744,3,125,261,0.29936554490179523,200,0,normal
574,26,0.28978127193780934,8,33,4142,4.7946163236119625,500,1,brute
1627,6,0.20128046534799068,5,46,2437,4.1708136231230055,404,1,sqli
1262,26,0.28328192210088643,9,58,4354,1.4850595734365468,400,1,sqli
414,4,0.023208602594859903,4,94,903,0.3590917102627128,200,0,normal
379,1,0.02944001975190412,1,119,451,0.15013615250372067,200,0,normal
883,7,0.3210815560182161,7,10,3254,1.8380768972501285,400,1,rce
1338,6,0.13330306322025287,8,34,2916,1.925394852800602,500,1,sqli
1064,16,0.3603886980874178,9,36,2992,2.0764790105520414,404,1,sqli
1231,26,0.3349479474302308,6,33,2883,2.1583308186829084,500,1,sqli
1897,19,0.24614673662026113,8,16,2414,1.2081833550245258,400,1,rce
735,16,0.43409762406354624,6,25,2153,3.918713654588965,400,1,xss
1327,20,0.16843438674286482,6,57,2216,4.153100832683318,400,1,rce
282,5,0.027383838434348474,1,122,210,0.7202089814461824,200,0,normal
1127,12,0.36944393279867804,5,27,3177,2.643842432143613,400,1,xss
464,3,0.0416203917709954,1,90,373,0.26457807407938516,200,0,normal
426,4,0.024710374035091583,3,98,827,0.8885732304426004,200,0,normal
419,4,0.01278564592649623,1,120,350,0.49854643334589177,200,0,normal
325,3,0.015050589662580108,1,110,152,0.9497879545114968,200,0,normal
1464,28,0.13416099371634954,6,26,4539,3.3087989856902458,500,1,xss
1911,21,0.4245863756606727,9,51,2721,1.9203379674299002,500,1,xss
1912,6,0.363179964481837,9,59,4114,2.413909900513515,404,1,sqli
487,1,0.01949733873499225,2,135,422,0.2426032334709154,200,0,normal
1744,24,0.11171977724136735,7,28,3777,1.1790735547539475,500,1,lfi
248,4,0.015955522013297786,2,114,709,0.8310935622223554,200,0,normal
1290,19,0.3098689226742489,6,52,4481,1.8291300901989422,404,1,rce
372,4,0.03525230212367955,4,111,167,0.7541892155257944,200,0,normal
1447,17,0.19724981216906748,7,47,2166,2.9624543035927964,404,1,rce
397,2,0.014075695522640541,2,140,802,0.9847582296533384,200,0,normal
471,5,0.011344544007331306,4,138,490,0.28629424112055235,200,0,normal
281,4,0.03393429937191035,3,144,405,0.36031951253770134,200,0,normal
409,5,0.011874076341104125,3,113,790,0.3762379656831093,200,0,normal
994,7,0.2622857696723791,7,15,3762,3.470907696247177,500,1,brute
1808,9,0.15045506320646085,8,42,4046,4.63375019148906,400,1,xss
311,5,0.031689488219673934,3,90,287,0.7199294532309883,200,0,normal
318,4,0.03372886280429537,1,102,945,0.1149944241197944,200,0,normal
443,2,0.012173281392916154,1,116,566,0.9829403760290192,200,0,normal
995,19,0.10153211620012903,5,25,3851,3.5776926785192664,404,1,rce
1622,12,0.17649685163044856,8,14,2267,4.088961103573107,500,1,xss
396,5,0.021996764460279386,2,141,444,0.6973684647628483,200,0,normal
497,2,0.017898819594397493,2,108,228,0.33482672168515126,200,0,normal
1739,16,0.24270819613970052,6,18,4540,4.413385990434895,404,1,xss
204,2,0.04013711689027876,3,91,857,0.4888095030373264,200,0,normal
291,5,0.03440900597910565,1,84,280,0.871267973298615,200,0,normal
470,4,0.01540665156619291,2,134,573,0.3300751844158254,200,0,normal
472,1,0.04139587908445871,3,127,368,0.9254985326423766,200,0,normal
1154,5,0.4753790561641631,9,34,2224,4.314121038326034,404,1,brute
435,5,0.04776168375301591,1,147,578,0.30325566900105283,200,0,normal
1174,27,0.1033982314428838,7,25,2258,3.6534504438259714,400,1,xss
1221,24,0.4310324869922809,9,53,4793,4.494222304908355,400,1,lfi
1219,17,0.13202536101158624,9,33,3996,2.028474015994778,500,1,lfi
317,2,0.0279895936980216,1,129,268,0.3932421256175038,200,0,normal
1297,6,0.4435922188488881,8,52,4217,1.6306441071876319,400,1,brute
1666,18,0.3858784356026489,5,51,4608,1.554610116453215,400,1,brute
599,5,0.14700073608494935,5,54,3045,3.8480318447926507,400,1,rce
1019,8,0.12666393192932246,8,55,2209,3.7322783007604965,500,1,sqli
233,4,0.02419085167343937,4,138,518,0.33283985267407107,200,0,normal
303,4,0.03023410771807316,2,81,784,0.9336774492290764,200,0,normal
364,5,0.027217096412839606,4,147,254,0.5279172455522084,200,0,normal
386,2,0.036259144293260104,2,140,443,0.5024809289947942,200,0,normal
1242,9,0.3087323501220758,5,44,4936,2.2208581205154365,400,1,rce
362,1,0.01568997474748785,1,102,485,0.9377416674911027,200,0,normal
630,16,0.3647441248860023,8,50,2827,2.007258808036527,404,1,lfi
488,5,0.045692099925586094,1,135,519,0.4050502978136038,200,0,normal
1060,20,0.12544057455111896,8,58,4191,3.7740393481852816,500,1,sqli
262,1,0.03141240525810367,2,144,738,0.19722606174242135,200,0,normal
1311,28,0.25458502573117414,6,46,3613,4.469418556461431,500,1,sqli
488,5,0.02551947039787478,3,99,933,0.30728730221458983,200,0,normal
355,4,0.02735269678306118,3,81,617,0.9438953145549328,200,0,normal
274,1,0.03165630429390341,2,138,528,0.5464384534149248,200,0,normal
1968,14,0.1211743742275273,5,45,4794,1.9687337823750708,400,1,sqli
1859,8,0.38913568156008493,7,22,4484,1.3830167946534306,400,1,xss
338,4,0.03277509444729131,1,102,144,0.22538753414024174,200,0,normal
484,5,0.032406727338473676,3,116,743,0.35782636397012524,200,0,normal
390,4,0.035715276402348305,2,121,486,0.854747998780566,200,0,normal
1771,14,0.4498988293955899,6,47,2716,4.01194477215674,400,1,brute
775,25,0.12390490967135377,8,30,4987,3.393224302784075,500,1,brute
385,3,0.02535331807732176,3,104,639,0.6572838855629394,200,0,normal
321,5,0.02046822734943624,4,144,316,0.5641088959693659,200,0,normal
1179,5,0.12189799290383806,8,24,3741,4.140287446254051,500,1,xss
1053,24,0.3038035492896808,5,14,3676,2.8289216784781774,400,1,brute
272,3,0.03714679826690259,3,139,657,0.6626945125282944,200,0,normal
470,2,0.04326788174703094,2,142,964,0.44243369694373225,200,0,normal
234,1,0.016588254137291834,4,131,321,0.449050842613985,200,0,normal
1812,15,0.13016487039711533,9,57,2578,3.129217455392665,500,1,rce
211,4,0.012078263102170736,1,99,302,0.8246051661845599,200,0,normal
459,2,0.038105350923420656,3,137,348,0.29864132734997684,200,0,normal
954,27,0.4493444471365752,6,57,2272,2.873844948348346,404,1,rce
439,4,0.020989261020780782,2,117,538,0.8066708959805572,200,0,normal
250,1,0.03415181811797551,4,89,582,0.4530403373711924,200,0,normal
212,2,0.016178389888932953,1,102,395,0.6889118136875719,200,0,normal
357,1,0.018161425385155954,3,106,236,0.27941094052406484,200,0,normal
1598,21,0.32290073332736424,5,48,3042,3.499775081631328,500,1,rce
314,1,0.04820460829166806,1,108,533,0.5003554234064767,200,0,normal
1592,11,0.14682576519274507,7,58,4966,4.420437687989761,400,1,xss
472,1,0.03468266064471205,4,127,662,0.605741728167697,200,0,normal
294,5,0.02103070273005428,4,83,480,0.9936491192046164,200,0,normal
402,4,0.02209332997405975,1,110,320,0.8333143007712928,200,0,normal
1738,15,0.49713285267279017,6,40,3258,2.6737979887018324,500,1,lfi
227,1,0.012491671925202508,2,97,384,0.33364295533763066,200,0,normal
1334,13,0.42949778476491984,6,12,4786,3.3557440902501914,500,1,brute
483,1,0.039829351309249285,2,116,765,0.5895758001564708,200,0,normal
452,4,0.03352809067793562,3,99,366,0.10345343095702081,200,0,normal
1952,23,0.21490307795082708,6,14,4788,2.849827268260592,500,1,rce
237,1,0.04313877197796469,1,138,648,0.32662608944579336,200,0,normal
1225,13,0.4220373507198105,7,35,2390,1.1313019952769605,404,1,brute
376,3,0.02081573145538102,4,132,106,0.8824170708931126,200,0,normal
257,3,0.04422949035623146,2,101,989,0.28540511069683594,200,0,normal
1607,25,0.48068096255621484,5,15,3184,4.161039615766775,400,1,brute
432,1,0.041057897859988986,4,121,574,0.7911729802556484,200,0,normal
440,2,0.010484830985755731,2,129,455,0.775234714678584,200,0,normal
252,3,0.04496890098740704,3,109,539,0.8127937300651388,200,0,normal
419,1,0.013861378807817633,4,136,590,0.22001002058473335,200,0,normal
424,4,0.010837798441236512,3,128,823,0.25468886092233184,200,0,normal
347,3,0.0190871822809406,4,83,882,0.9568860864876314,200,0,normal
948,11,0.365604891227041,8,23,2172,4.287205837016801,404,1,sqli
769,24,0.47361319645225575,8,52,3040,3.0977453834309974,404,1,brute
548,9,0.2762412456236699,9,19,4708,1.601242489935875,400,1,brute
353,2,0.04567488579242939,2,89,647,0.223504431955184,200,0,normal
315,5,0.04176789325108337,1,127,475,0.9012129596161939,200,0,normal
303,5,0.044158478678216886,3,120,704,0.7430137154972035,200,0,normal
268,3,0.015569814844703806,4,119,405,0.42048377664977954,200,0,normal
1420,29,0.2697488104214539,5,55,4933,4.480786761968968,400,1,sqli
443,1,0.025224931739063206,1,117,892,0.9831174377099159,200,0,normal
428,5,0.02041147430264012,3,138,166,0.26823828649730225,200,0,normal
462,1,0.03583243250620824,2,88,805,0.7612377132385231,200,0,normal
505,29,0.28428486853931023,6,20,2809,2.0307825927567187,500,1,sqli
347,5,0.01200904045855895,4,100,764,0.5562996581290127,200,0,normal
499,1,0.012305903287960995,1,103,627,0.9440432199865604,200,0,normal
252,1,0.030697854070201654,3,116,155,0.3654512416381078,200,0,normal
303,1,0.04624444008529988,1,142,797,0.6887984158261117,200,0,normal
401,2,0.02267786351164477,1,128,771,0.7812348934072973,200,0,normal
479,1,0.048739551103775355,2,83,171,0.5533375483756636,200,0,normal
246,2,0.010405247361109735,3,90,538,0.6131634685792245,200,0,normal
370,2,0.03561904168703376,2,95,985,0.4671063436343922,200,0,normal
1820,22,0.20609140900106984,8,34,3585,2.9914767220572767,500,1,brute
1453,12,0.413139447194663,7,36,2088,2.65938740120638,404,1,xss
796,20,0.3259810430609893,5,10,2544,2.1154877050438596,400,1,rce
317,5,0.0363416206268022,1,122,671,0.29829465409382433,200,0,normal
460,2,0.022131005902703824,3,96,668,0.7717265958819174,200,0,normal
432,5,0.040047121912336725,4,135,761,0.5250037831805839,200,0,normal
201,3,0.029482476752757433,1,102,633,0.7256687195890591,200,0,normal
785,19,0.38272143848420204,7,22,2899,1.2541428896956743,500,1,lfi
359,3,0.011666916024095371,1,120,471,0.8270790811155831,200,0,normal
1711,14,0.11299463867606599,5,37,3854,4.690289619623201,500,1,rce
1413,21,0.3060768904552855,9,30,3169,2.2593646216349415,500,1,brute
224,2,0.03963616224608286,3,114,653,0.7441623337697157,200,0,normal
1304,19,0.38389483392040813,6,35,4576,2.9688647331498674,404,1,rce
225,5,0.02037339589268378,4,82,822,0.47565246160549024,200,0,normal
1985,21,0.18471925995260108,7,50,4094,1.5673775904679408,500,1,brute
1523,16,0.35444225385744743,6,41,2702,4.21230256935098,500,1,brute
1443,27,0.48461748915244385,8,21,3883,1.2980418472745603,404,1,xss
417,3,0.034986542754170555,2,143,425,0.5345661469690943,200,0,normal
517,27,0.4585026865886316,9,30,4523,1.2341464003202005,500,1,lfi
703,19,0.2839767805175851,8,54,4242,2.7630197737652713,400,1,sqli
1341,23,0.3152378656484445,6,49,3535,4.206570359325469,500,1,rce
456,4,0.019677267212621183,3,131,460,0.1873163964133805,200,0,normal
312,3,0.01556786805382782,3,136,947,0.8899229609450634,200,0,normal
438,2,0.04625018322084147,4,101,618,0.26057448690714624,200,0,normal
1535,29,0.40654051222295606,5,38,4273,4.22438699184299,400,1,sqli
889,26,0.34151710291444726,9,24,3971,1.5092475149869,400,1,sqli
323,1,0.013224060550284987,3,140,178,0.14840376775964012,200,0,normal
1113,9,0.2941066969370486,6,12,2798,1.0368035905015178,500,1,xss
